user,item,label
9554,13175,1
9554,11604,0
48930,3614,1
48930, 12203,0
6474,4578,1
6474, 3496,0
2815,19537,1
2815,6893,0
6220,6349,1
6220,12706,0
47739,8945,1
47739, 12668,0
21181,7383,1
21181, 5274,0
37108,12093,1
37108, 18469,0
27875,15816,1
27875, 2491,0
42192,18108,1
42192, 4131,0
1944,3579,1
1944, 15753,0
27969,16700,1
27969, 7561,0
20259,2646,1
20259, 15623,0
29546,17320,1
29546, 5428,0
26326,7767,1
26326, 17924,0
36581,1690,1
36581, 13926,0
20215,14772,1
20215, 15188,0
9573,8568,1
9573, 6599,0
21228,7133,1
21228, 4193,0
43196,12327,1
43196, 17567,0
26837,6015,1
26837, 19381,0
40044,2470,1
40044, 18415,0
38532,17862,1
38532, 8213,0
3912,19329,1
3912, 16588,0
9093,13915,1
9093, 3205,0
25021,12327,1
25021, 5197,0
20318,73,1
20318, 19252,0
19001,4346,1
19001,17620,0
31616,3683,1
31616, 5650,0
25051,11605,1
25051, 10961,0
29433,2929,1
29433, 11877,0
13444,3582,1
13444, 974,0
42821,11570,1
42821, 17885,0
31841,18817,1
31841, 15498,0
5623,7079,1
5623, 17705,0
36491,3104,1
36491, 8830,0
38692,15014,1
38692, 7604,0
36976,15372,1
36976, 13659,0
38207,4870,1
38207, 15491,0
5573,3013,1
5573, 16339,0
48298,19175,1
48298, 15816,0
43644,11054,1
43644, 6528,0
31193,7695,1
31193, 15512,0
46256,7079,1
46256, 12342,0
25348,16286,1
25348, 18897,0
43448,3710,1
43448, 4532,0
27331,16908,1
27331, 8062,0
44075,6181,1
44075, 13576,0
14321,17255,1
14321, 7355,0
28415,4023,1
28415, 1091,0
18819,7029,1
18819, 5885,0
17915,12129,1
17915, 14706,0
25008,13848,1
25008, 13766,0
32434,18518,1
32434, 17581,0
36993,2698,1
36993, 3473,0
5451,17471,1
5451, 14948,0
41030,10026,1
41030, 11055,0
34959,14054,1
34959, 16255,0
49956,2884,1
49956, 12897,0
23502,8027,1
23502, 13495,0
48739,5549,1
48739, 19069,0
3311,14414,1
3311, 7408,0
19278,832,1
19278, 3213,0
39981,6275,1
39981, 5338,0
13567,10333,1
13567, 13122,0
25294,14842,1
25294, 18027,0
30465,776,1
30465, 1754,0
27478,1694,1
27478, 9639,0
29478,2010,1
29478, 1114,0
22499,12451,1
22499, 14671,0
18769,7133,1
18769, 19122,0
36880,1595,1
36880, 6192,0
7668,11623,1
7668, 11522,0
32069,14049,1
32069, 1501,0
39778,19609,1
39778, 11124,0
38708,16104,1
38708, 11225,0
1483,19049,1
1483, 12418,0
48736,54,1
48736, 9046,0
27158,16741,1
27158, 9972,0
25039,8096,1
25039, 17095,0
38632,6188,1
38632, 16757,0
34403,15577,1
34403, 2311,0
44062,17013,1
44062, 8920,0
42457,3096,1
42457, 3253,0
35009,2708,1
35009, 17364,0
28853,13285,1
28853, 15572,0
22418,16464,1
22418, 11819,0
41530,1595,1
41530, 17088,0
23763,14638,1
23763, 10049,0
26716,1856,1
26716, 4365,0
6748,705,1
6748, 11495,0
27093,288,1
27093, 9277,0
16542,19569,1
16542, 6181,0
34338,3839,1
34338, 3041,0
178,4818,1
178, 18700,0
707,5405,1
707, 7483,0
44437,17521,1
44437, 15968,0
3250,15791,1
3250, 4727,0
9740,4509,1
9740, 1455,0
14736,17522,1
14736, 13206,0
46378,19324,1
46378, 15815,0
29224,15457,1
29224, 6666,0
37263,16780,1
37263, 11302,0
20189,9374,1
20189, 8823,0
30558,7962,1
30558, 17432,0
26747,10668,1
26747, 12135,0
48355,5410,1
48355, 3115,0
37036,3567,1
37036, 6375,0
10755,4238,1
10755, 843,0
38902,7940,1
38902, 7570,0
13609,9343,1
13609, 10146,0
8874,15400,1
8874, 10367,0
3218,12403,1
3218, 15499,0
7896,18488,1
7896, 3574,0
45775,19549,1
45775, 10477,0
8673,11819,1
8673, 9223,0
10680,7254,1
10680, 17154,0
13279,9495,1
13279, 16984,0
38288,9128,1
38288, 11930,0
13582,11202,1
13582, 8741,0
24922,12327,1
24922, 4378,0
1712,16464,1
1712, 3466,0
3131,14533,1
3131, 12210,0
33595,11378,1
33595, 4637,0
8208,14419,1
8208, 12996,0
22365,17467,1
22365, 7189,0
35932,7962,1
35932, 14287,0
41724,980,1
41724, 1207,0
2044,19489,1
2044, 266,0
600,5032,1
600, 9593,0
17765,1595,1
17765, 17738,0
3919,2659,1
3919, 17601,0
18374,18308,1
18374, 8461,0
39611,9719,1
39611, 11324,0
19854,14414,1
19854, 7920,0
41164,3896,1
41164, 4408,0
27755,12073,1
27755, 15311,0
20792,990,1
20792, 7381,0
43326,7247,1
43326, 6180,0
4727,19188,1
4727, 19364,0
18854,3167,1
18854,5475,0
48232,19459,1
48232, 17372,0
6339,3293,1
6339, 17351,0
31648,15914,1
31648, 7805,0
18617,5159,1
18617, 10311,0
22113,11570,1
22113, 18027,0
34569,989,1
34569, 8386,0
39986,17778,1
39986, 16650,0
8500,10557,1
8500, 17567,0
14942,11920,1
14942, 68,0
12564,17586,1
12564, 11865,0
25784,6581,1
25784, 1430,0
29624,1117,1
29624, 14564,0
43128,6126,1
43128, 18485,0
47896,9564,1
47896, 11033,0
10770,19362,1
10770, 15874,0
39859,128,1
39859, 5541,0
25634,8790,1
25634, 19129,0
38689,6770,1
38689, 9843,0
9574,13489,1
9574, 8848,0
29295,875,1
29295, 12530,0
13034,13356,1
13034, 17191,0
26372,14754,1
26372, 19206,0
13474,8759,1
13474, 16257,0
32115,1753,1
32115, 19612,0
44443,7755,1
44443, 4873,0
37032,15372,1
37032, 2884,0
43622,11669,1
43622, 2191,0
9564,7212,1
9564, 16748,0
34079,12327,1
34079, 13649,0
24186,680,1
24186, 4676,0
589,8465,1
589, 16770,0
13913,9911,1
13913, 4942,0
21937,15988,1
21937, 2099,0
8962,12082,1
8962, 12637,0
6271,6381,1
6271, 19621,0
12907,11419,1
12907, 558,0
1301,2271,1
1301, 5031,0
46398,5274,1
46398, 830,0
47374,1243,1
47374, 8663,0
41551,15692,1
41551, 14821,0
11440,8420,1
11440, 1716,0
15796,2676,1
15796, 6191,0
34032,14758,1
34032, 4687,0
24368,4870,1
24368, 8216,0
23100,3483,1
23100, 12703,0
28936,2599,1
28936, 12742,0
21435,15057,1
21435, 321,0
4951,13236,1
4951, 14951,0
48129,5686,1
48129, 6675,0
47099,7607,1
47099, 156,0
49979,198,1
49979, 18522,0
20330,14476,1
20330, 1699,0
8467,2546,1
8467, 5789,0
745,4521,1
745, 6604,0
29131,14049,1
29131, 16964,0
2275,1778,1
2275,16463,0
36907,11679,1
36907, 5809,0
29591,1411,1
29591, 14662,0
38904,11920,1
38904,10038,0
35178,3821,1
35178, 18579,0
8072,13709,1
8072, 3513,0
22120,3337,1
22120, 11252,0
34808,12497,1
34808, 5757,0
24159,9797,1
24159, 3413,0
34932,12533,1
34932,8842,0
13429,15362,1
13429, 12711,0
42774,8759,1
42774, 4432,0
27925,10448,1
27925, 13701,0
48572,18587,1
48572, 4063,0
19358,10591,1
19358, 2787,0
12506,8820,1
12506, 5469,0
43240,13888,1
43240, 16567,0
8435,2026,1
8435, 12341,0
48286,1396,1
48286, 16437,0
6276,6322,1
6276, 9050,0
5420,17133,1
5420, 10056,0
38201,3555,1
38201, 14863,0
34961,2525,1
34961, 18429,0
10988,11352,1
10988, 8794,0
19941,19649,1
19941, 18066,0
34479,5100,1
34479, 2497,0
28014,16316,1
28014, 5203,0
40396,2687,1
40396, 1086,0
3368,10323,1
3368, 7967,0
6891,14484,1
6891, 5836,0
5019,3614,1
5019, 19571,0
15706,4870,1
15706, 6760,0
13413,4986,1
13413, 13161,0
31328,3854,1
31328, 5637,0
21240,7607,1
21240, 15820,0
12824,7254,1
12824, 19076,0
27370,1463,1
27370, 4046,0
37886,849,1
37886, 11316,0
45403,19481,1
45403, 18270,0
30889,11888,1
30889, 16880,0
10431,680,1
10431, 5015,0
5893,3134,1
5893, 17492,0
43642,776,1
43642, 14091,0
31591,13406,1
31591, 8492,0
18926,12150,1
18926, 7487,0
5517,17072,1
5517, 8596,0
1152,685,1
1152, 3310,0
29524,16652,1
29524, 14332,0
46945,6188,1
46945, 8269,0
40985,15452,1
40985, 11087,0
8915,14835,1
8915, 3927,0
22565,832,1
22565, 6748,0
12556,6630,1
12556, 17324,0
49394,19264,1
49394, 3351,0
4359,16789,1
4359, 10358,0
4410,16852,1
4410, 17442,0
20402,12671,1
20402, 15759,0
4242,16398,1
4242, 9489,0
7226,18488,1
7226, 15795,0
28063,13564,1
28063, 18968,0
42413,16398,1
42413, 2656,0
31821,14815,1
31821, 19171,0
15370,18225,1
15370, 10001,0
17964,12711,1
17964, 3778,0
40908,1777,1
40908, 8637,0
34282,326,1
34282, 5603,0
144,8283,1
144, 16569,0
19218,16780,1
19218, 2893,0
40189,18337,1
40189, 14345,0
8726,5522,1
8726, 16644,0
17890,1363,1
17890, 12400,0
13127,13978,1
13127, 5632,0
45672,4580,1
45672, 6903,0
23463,17217,1
23463, 13866,0
16430,4968,1
16430, 725,0
3359,3828,1
3359, 19729,0
45247,19082,1
45247, 2368,0
1236,18407,1
1236, 6055,0
46713,15758,1
46713, 16314,0
46482,3536,1
46482, 9635,0
45533,13489,1
45533, 4096,0
38625,15724,1
38625, 5470,0
8215,9938,1
8215, 2842,0
933,7207,1
933, 4301,0
26964,19635,1
26964, 7448,0
24977,4558,1
24977, 14947,0
15312,11920,1
15312,6994,0
5024,19065,1
5024, 18822,0
36731,3394,1
36731, 6596,0
18915,9402,1
18915, 6554,0
5803,3895,1
5803,8275,0
46326,18937,1
46326, 12663,0
8718,46,1
8718,3155,0
2017,5413,1
2017, 9865,0
13530,10347,1
13530, 6159,0
28111,13495,1
28111, 4140,0
574,16879,1
574, 5707,0
49942,14869,1
49942, 17284,0
16965,1002,1
16965, 3438,0
10439,2514,1
10439, 15115,0
17095,5572,1
17095, 15666,0
10837,14079,1
10837, 12273,0
2923,11780,1
2923, 3683,0
37725,7242,1
37725, 11904,0
5132,9153,1
5132, 122,0
39593,10948,1
39593, 5065,0
10882,2039,1
10882, 11984,0
30392,15663,1
30392, 17498,0
7588,776,1
7588, 5049,0
8066,16464,1
8066, 13964,0
18041,4850,1
18041, 11565,0
4000,7963,1
4000, 6307,0
26072,680,1
26072, 8735,0
13231,4587,1
13231,14954,0
7695,10297,1
7695, 982,0
27678,11175,1
27678, 7434,0
22200,15663,1
22200, 11,0
37158,8638,1
37158, 13714,0
45021,7806,1
45021, 11890,0
34923,9675,1
34923,13803,0
13011,7440,1
13011, 8397,0
18917,7247,1
18917, 9587,0
36396,1352,1
36396, 9473,0
23400,3073,1
23400, 16823,0
25970,3614,1
25970, 11362,0
33035,680,1
33035, 17735,0
48694,13173,1
48694, 3551,0
21750,4138,1
21750, 15577,0
46424,6292,1
46424, 11869,0
7159,11603,1
7159, 6956,0
36191,2256,1
36191,9555,0
42658,12195,1
42658, 18144,0
28287,2065,1
28287, 11263,0
47118,2969,1
47118,17787,0
43429,13688,1
43429, 17360,0
6558,7511,1
6558, 12795,0
32894,13163,1
32894, 3488,0
4942,4870,1
4942, 13507,0
23399,5128,1
23399, 15826,0
16814,5739,1
16814, 19470,0
48814,6279,1
48814, 3955,0
5289,9589,1
5289, 13140,0
37138,3851,1
37138, 8644,0
41288,9863,1
41288, 19612,0
5166,14345,1
5166, 47,0
21961,19635,1
21961, 4359,0
22180,776,1
22180, 10451,0
4073,9487,1
4073, 15356,0
2892,4838,1
2892, 5946,0
2201,9701,1
2201, 11034,0
41616,19572,1
41616,6015,0
43898,14708,1
43898, 12612,0
29597,9938,1
29597, 4041,0
48640,3614,1
48640, 7860,0
29714,19165,1
29714, 9834,0
21457,11920,1
21457, 3734,0
46142,14136,1
46142, 2541,0
21087,5176,1
21087, 4939,0
1221,953,1
1221, 12508,0
25002,19637,1
25002, 11522,0
48394,12953,1
48394, 14570,0
43413,10512,1
43413, 18698,0
9925,17749,1
9925, 4137,0
13165,3293,1
13165, 18643,0
24953,18249,1
24953, 19328,0
30942,16385,1
30942, 2997,0
8183,17038,1
8183, 13907,0
26786,6883,1
26786, 18956,0
16468,3214,1
16468, 2332,0
45853,7887,1
45853, 3618,0
49428,4164,1
49428, 12282,0
19103,2099,1
19103, 13782,0
29251,13641,1
29251, 10849,0
32696,198,1
32696, 16797,0
10976,13495,1
10976, 10123,0
7836,5948,1
7836, 14288,0
29915,4708,1
29915, 10327,0
10401,638,1
10401, 8049,0
33392,12846,1
33392,11744,0
43899,6183,1
43899, 12319,0
34917,1374,1
34917, 9401,0
23701,14332,1
23701, 8217,0
40209,4292,1
40209, 13602,0
18217,3236,1
18217, 16808,0
31571,482,1
31571, 1510,0
15722,9652,1
15722, 5201,0
30380,11570,1
30380, 5227,0
42488,15372,1
42488, 10858,0
16025,10343,1
16025, 9777,0
4946,11828,1
4946, 7876,0
34101,13173,1
34101, 3808,0
11317,11889,1
11317, 7558,0
37071,19525,1
37071, 18003,0
1916,11868,1
1916, 12888,0
5242,13966,1
5242, 2082,0
7629,15732,1
7629, 4565,0
4970,12640,1
4970, 4090,0
19956,7593,1
19956, 8262,0
17803,13086,1
17803, 17561,0
28535,5100,1
28535, 8520,0
10197,14124,1
10197, 1424,0
16335,16978,1
16335, 3411,0
37434,17439,1
37434, 7512,0
46832,11583,1
46832, 11402,0
15615,17862,1
15615, 16034,0
20861,9910,1
20861, 9766,0
33125,5516,1
33125, 13847,0
16500,17538,1
16500, 4647,0
39990,15673,1
39990, 16385,0
34685,7963,1
34685, 3050,0
28998,10154,1
28998, 9342,0
40036,2200,1
40036, 9071,0
33472,16981,1
33472, 3096,0
21192,947,1
21192, 17054,0
40622,13660,1
40622, 9938,0
24071,3235,1
24071, 2235,0
26940,6597,1
26940, 18147,0
3263,12434,1
3263, 14800,0
26236,15777,1
26236, 15384,0
1105,13808,1
1105, 8551,0
31168,6381,1
31168, 7296,0
7609,12500,1
7609, 6192,0
2119,10201,1
2119, 11362,0
26682,19537,1
26682, 14145,0
8954,4211,1
8954, 2187,0
20091,8605,1
20091, 17287,0
46135,14683,1
46135,17900,0
18457,1640,1
18457, 2958,0
41526,768,1
41526, 6971,0
11703,5432,1
11703, 8564,0
13230,5232,1
13230, 14655,0
4107,7628,1
4107, 13697,0
14072,534,1
14072, 7393,0
46624,222,1
46624, 6941,0
40162,8605,1
40162, 15644,0
17500,9267,1
17500, 8607,0
19114,4627,1
19114, 2023,0
37883,16675,1
37883, 10722,0
49681,13082,1
49681, 10124,0
1401,5049,1
1401, 13284,0
33867,9719,1
33867, 14671,0
20126,3966,1
20126, 1682,0
35968,12254,1
35968, 12383,0
34796,19484,1
34796, 9816,0
44539,7133,1
44539, 6299,0
44145,1267,1
44145, 2344,0
44831,12547,1
44831, 1091,0
36164,5345,1
36164, 10368,0
42642,14234,1
42642, 17364,0
5654,7767,1
5654, 17760,0
10706,15881,1
10706, 7914,0
18463,5413,1
18463, 12189,0
38286,13131,1
38286, 10105,0
27388,4493,1
27388, 16886,0
40503,18609,1
40503, 11627,0
12567,3824,1
12567, 15032,0
2171,14049,1
2171, 7487,0
11426,9579,1
11426, 14424,0
45439,16466,1
45439, 6638,0
37551,18657,1
37551, 7123,0
6868,11393,1
6868, 16146,0
4393,19369,1
4393, 745,0
46769,4699,1
46769, 4613,0
17998,14259,1
17998, 7393,0
10900,13637,1
10900, 12613,0
22661,18589,1
22661, 229,0
16776,9669,1
16776, 14475,0
29598,11419,1
29598, 15577,0
2843,6138,1
2843, 4075,0
1954,9384,1
1954, 14287,0
21231,18303,1
21231, 5758,0
5646,17778,1
5646, 10078,0
9769,15929,1
9769,12948,0
24062,10187,1
24062, 10457,0
32120,19110,1
32120, 12344,0
31370,19537,1
31370, 19711,0
31340,6165,1
31340, 13595,0
38784,6994,1
38784, 6375,0
15204,18611,1
15204, 790,0
7706,5165,1
7706, 848,0
4576,14514,1
4576, 17953,0
16346,12051,1
16346, 6214,0
49903,11297,1
49903, 12721,0
10341,2493,1
10341, 3011,0
34208,10876,1
34208, 14422,0
33352,6188,1
33352, 391,0
45113,14644,1
45113, 6839,0
5928,13052,1
5928, 4341,0
7377,7553,1
7377, 13348,0
7011,14280,1
7011, 4676,0
41662,707,1
41662,16980,0
48031,3013,1
48031, 19016,0
12862,1312,1
12862, 4572,0
5283,8660,1
5283, 17088,0
49737,12073,1
49737, 3429,0
9230,2914,1
9230, 890,0
5256,3337,1
5256, 12622,0
19899,12641,1
19899, 339,0
46274,4412,1
46274, 10242,0
42068,3877,1
42068, 5424,0
3839,11185,1
3839, 13656,0
43805,14784,1
43805, 14980,0
44525,4611,1
44525,9524,0
28272,16418,1
28272, 2835,0
2733,690,1
2733, 7236,0
40690,8512,1
40690, 1571,0
1234,12545,1
1234, 1046,0
28356,1753,1
28356,7224,0
29683,54,1
29683, 1267,0
11487,10475,1
11487, 1146,0
27094,7632,1
27094, 3429,0
31505,8520,1
31505, 11987,0
9070,4328,1
9070, 4080,0
12098,7092,1
12098, 12945,0
11597,11052,1
11597, 7103,0
16760,8085,1
16760, 12843,0
9317,4277,1
9317, 15816,0
42044,17453,1
42044, 4014,0
3790,13829,1
3790, 46,0
25590,10902,1
25590, 1043,0
39887,15203,1
39887, 2547,0
32151,7115,1
32151, 12396,0
46937,6389,1
46937, 11364,0
32000,9438,1
32000, 6982,0
23049,10638,1
23049, 9678,0
30705,5287,1
30705, 10884,0
48248,6183,1
48248, 15842,0
25151,17376,1
25151, 18263,0
19754,5681,1
19754, 19121,0
7684,5021,1
7684, 15136,0
18313,19349,1
18313, 3195,0
29837,5908,1
29837, 450,0
5580,2065,1
5580, 5128,0
48094,13492,1
48094, 16046,0
16082,15057,1
16082, 12067,0
43347,3044,1
43347, 18601,0
37183,3828,1
37183, 11534,0
32420,1570,1
32420, 576,0
3299,18308,1
3299, 3113,0
19824,825,1
19824, 5948,0
15424,2010,1
15424, 8823,0
33450,6329,1
33450, 14934,0
41635,17474,1
41635, 2789,0
36388,10449,1
36388, 13148,0
25532,709,1
25532, 17781,0
49600,875,1
49600, 124,0
23548,11920,1
23548, 5487,0
15124,19654,1
15124, 510,0
12078,9672,1
12078, 6579,0
228,15800,1
228, 18870,0
22197,19569,1
22197, 18820,0
37912,6567,1
37912, 8605,0
21184,559,1
21184, 4446,0
45432,15530,1
45432, 201,0
18168,3899,1
18168, 10046,0
17463,5012,1
17463, 12536,0
24514,19324,1
24514, 6020,0
5317,5300,1
5317, 1623,0
5540,5124,1
5540, 8041,0
47438,7369,1
47438, 14414,0
13257,17796,1
13257, 4238,0
20624,776,1
20624, 17269,0
40037,13637,1
40037, 389,0
35194,14533,1
35194, 14102,0
30732,482,1
30732, 1434,0
27225,7861,1
27225, 7669,0
33535,5750,1
33535, 873,0
24837,2698,1
24837, 10163,0
7215,11670,1
7215, 10615,0
41341,12708,1
41341, 15494,0
17637,15940,1
17637, 2911,0
45043,18096,1
45043, 11754,0
43882,10201,1
43882, 1960,0
20470,9233,1
20470, 9906,0
26329,12569,1
26329, 12016,0
6059,2870,1
6059, 17933,0
13291,524,1
13291,9702,0
49398,10542,1
49398, 9841,0
31536,12218,1
31536, 2225,0
37078,15712,1
37078, 856,0
45119,16560,1
45119, 5873,0
41597,4896,1
41597, 12918,0
22630,15765,1
22630, 4905,0
17055,14167,1
17055, 8964,0
1936,3741,1
1936, 2398,0
30744,17605,1
30744, 14082,0
6692,5121,1
6692,17466,0
7654,16112,1
7654, 1890,0
26893,18961,1
26893, 8345,0
18891,12305,1
18891, 10389,0
26076,11498,1
26076, 13844,0
47776,5534,1
47776, 12321,0
42741,4798,1
42741, 11860,0
20951,11920,1
20951, 15900,0
18706,13767,1
18706, 10731,0
21648,5186,1
21648, 17781,0
28883,5818,1
28883, 6826,0
976,18498,1
976, 6663,0
2548,7079,1
2548, 5024,0
32045,16314,1
32045, 8409,0
29316,7940,1
29316, 4924,0
2227,156,1
2227, 1906,0
9764,3259,1
9764, 16942,0
20212,17338,1
20212, 5506,0
36248,14716,1
36248, 17749,0
36529,14199,1
36529, 13295,0
11667,12327,1
11667, 18246,0
9851,15841,1
9851, 5592,0
42818,17212,1
42818, 7986,0
4234,19175,1
4234,813,0
36567,3135,1
36567,19308,0
47481,13612,1
47481, 5074,0
5217,11368,1
5217, 5353,0
28393,13516,1
28393, 3053,0
13336,6038,1
13336, 5926,0
23740,3772,1
23740, 15572,0
39959,18066,1
39959, 8113,0
3386,4551,1
3386, 15860,0
35974,185,1
35974, 2296,0
14215,13342,1
14215, 453,0
820,11889,1
820, 2094,0
20983,12961,1
20983, 4086,0
43595,6389,1
43595, 1730,0
29588,7174,1
29588, 5159,0
1411,16119,1
1411, 3327,0
35121,18224,1
35121, 14842,0
47811,6505,1
47811, 4900,0
20270,6344,1
20270, 6314,0
7991,5260,1
7991, 10919,0
4145,7575,1
4145, 12746,0
17036,8218,1
17036, 12860,0
14380,2137,1
14380, 10524,0
42086,19179,1
42086, 14430,0
5684,10517,1
5684, 12051,0
41698,9128,1
41698, 9450,0
6879,12474,1
6879, 6769,0
201,12305,1
201, 9702,0
7731,10720,1
7731, 13349,0
36070,17474,1
36070,4766,0
34945,5276,1
34945, 5826,0
18973,18568,1
18973, 7258,0
1020,2099,1
1020, 9966,0
24190,953,1
24190, 3385,0
11647,7575,1
11647, 11122,0
45108,90,1
45108, 4790,0
12510,8217,1
12510, 4644,0
30055,8594,1
30055, 2923,0
21906,3341,1
21906, 1818,0
49754,3271,1
49754, 11171,0
2122,3704,1
2122, 18006,0
48562,6225,1
48562, 7021,0
35613,5032,1
35613, 4390,0
30468,3710,1
30468, 4435,0
28691,16677,1
28691, 1939,0
10411,1465,1
10411, 17424,0
34658,19475,1
34658, 9810,0
11929,14190,1
11929, 12633,0
5393,2761,1
5393, 16749,0
32320,1229,1
32320, 2375,0
36607,3170,1
36607, 11060,0
45720,2443,1
45720, 18558,0
39865,3998,1
39865, 8266,0
12362,10834,1
12362, 6600,0
27525,19715,1
27525, 8256,0
33853,200,1
33853, 10268,0
2948,8484,1
2948, 19212,0
3026,17795,1
3026, 12551,0
32477,15539,1
32477, 5739,0
22727,14066,1
22727, 11103,0
31696,11419,1
31696, 13808,0
4769,12715,1
4769, 17615,0
13021,5645,1
13021, 10709,0
10444,11924,1
10444, 17996,0
28648,8272,1
28648, 9311,0
11079,12644,1
11079, 4602,0
44594,11175,1
44594, 9075,0
36343,3847,1
36343, 7177,0
39218,7849,1
39218, 6053,0
11377,17523,1
11377, 12342,0
20958,12944,1
20958, 1468,0
40845,2969,1
40845, 18251,0
16376,15372,1
16376, 5187,0
1296,5935,1
1296, 371,0
33113,3683,1
33113, 1673,0
6714,10782,1
6714, 3312,0
41748,18658,1
41748, 10432,0
38698,19726,1
38698, 759,0
49254,18781,1
49254, 13680,0
7666,19484,1
7666, 10751,0
18292,18312,1
18292, 2695,0
22954,4242,1
22954, 6779,0
3055,9863,1
3055, 9622,0
32388,17704,1
32388, 9275,0
26044,19574,1
26044, 8441,0
24737,5506,1
24737, 884,0
35934,9816,1
35934, 7861,0
37466,12761,1
37466, 11373,0
23475,2633,1
23475, 6074,0
2513,6165,1
2513, 15820,0
22170,1708,1
22170, 8434,0
5933,3443,1
5933, 5599,0
25463,15312,1
25463, 6980,0
21939,12699,1
21939, 7859,0
6347,3704,1
6347, 2808,0
28383,5043,1
28383, 16248,0
33512,2322,1
33512, 16016,0
2638,3341,1
2638, 12456,0
12932,7383,1
12932, 14800,0
22367,12745,1
22367, 17141,0
42598,5625,1
42598, 1772,0
43653,9017,1
43653, 19335,0
43755,16534,1
43755, 3227,0
23343,16077,1
23343, 3591,0
39327,10827,1
39327, 1231,0
39983,1844,1
39983, 9608,0
23891,16322,1
23891, 1646,0
38407,18780,1
38407, 18255,0
25052,12444,1
25052, 7442,0
44046,19245,1
44046, 10397,0
40435,7782,1
40435, 16951,0
38346,14433,1
38346, 5394,0
3178,13082,1
3178, 2188,0
13623,6138,1
13623,7741,0
13842,17402,1
13842, 17357,0
29513,90,1
29513, 3179,0
29220,17767,1
29220, 18206,0
25394,17823,1
25394, 18043,0
49453,4211,1
49453, 11172,0
21608,855,1
21608, 11665,0
19510,19188,1
19510, 6600,0
2064,13263,1
2064, 10343,0
28021,3021,1
28021,4040,0
21573,15136,1
21573, 5150,0
25917,6017,1
25917, 5125,0
3463,9651,1
3463, 11654,0
47698,5032,1
47698, 13502,0
37073,18143,1
37073, 6529,0
5410,911,1
5410, 3190,0
43603,6581,1
43603, 2311,0
7346,7254,1
7346, 12913,0
49818,5915,1
49818, 17488,0
25944,7223,1
25944, 18323,0
25588,17663,1
25588, 3674,0
46704,5301,1
46704, 11411,0
47976,11372,1
47976, 6771,0
742,8457,1
742, 16405,0
24252,9797,1
24252, 5288,0
28372,6756,1
28372, 8759,0
13339,18108,1
13339, 13406,0
15427,16741,1
15427, 7434,0
14251,156,1
14251, 677,0
15990,17672,1
15990, 1923,0
43208,11924,1
43208, 17552,0
47027,677,1
47027, 6077,0
24184,7383,1
24184, 8095,0
47856,12327,1
47856, 17707,0
38054,7089,1
38054, 13537,0
36532,12508,1
36532, 8972,0
18626,19465,1
18626, 4343,0
6120,11752,1
6120, 3775,0
26677,832,1
26677, 11389,0
9441,17497,1
9441, 14746,0
35196,2344,1
35196, 8615,0
8635,18495,1
8635, 4072,0
24555,15059,1
24555, 17133,0
20893,9322,1
20893, 554,0
5108,12500,1
5108, 8479,0
41643,5739,1
41643, 6705,0
1261,15775,1
1261, 15019,0
19145,7133,1
19145, 3341,0
11251,5946,1
11251, 12211,0
5764,2514,1
5764, 10278,0
46567,10667,1
46567, 4305,0
48191,13704,1
48191, 5990,0
37136,18225,1
37136, 1601,0
36322,7038,1
36322, 11087,0
32294,14234,1
32294, 2893,0
2162,16190,1
2162, 4708,0
24535,8085,1
24535, 15374,0
7947,17439,1
7947, 19168,0
44404,13316,1
44404, 19360,0
1831,9231,1
1831, 13348,0
956,3614,1
956, 2753,0
27069,11920,1
27069, 2553,0
33704,7254,1
33704, 7352,0
37910,9014,1
37910, 2284,0
12830,16697,1
12830, 10876,0
19311,4296,1
19311,6460,0
17020,5815,1
17020, 7664,0
20686,7455,1
20686, 4484,0
8006,18005,1
8006, 18398,0
31508,6806,1
31508,7588,0
29148,15091,1
29148, 12398,0
33384,4921,1
33384, 15816,0
48632,18745,1
48632, 5338,0
39596,16418,1
39596, 3551,0
824,19549,1
824, 7806,0
14480,12454,1
14480, 705,0
3843,8096,1
3843, 2251,0
5807,6104,1
5807, 12626,0
4572,14662,1
4572, 9178,0
22280,19349,1
22280, 17063,0
20685,11920,1
20685, 10513,0
26079,16501,1
26079, 18011,0
38295,16061,1
38295, 12529,0
8082,990,1
8082, 4649,0
30832,15182,1
30832, 8762,0
48946,7254,1
48946, 209,0
28651,7548,1
28651, 15490,0
32281,12327,1
32281, 9134,0
22523,16061,1
22523, 16446,0
39258,14928,1
39258, 2359,0
36231,12953,1
36231, 5935,0
43103,18398,1
43103, 7189,0
49513,19365,1
49513, 11986,0
43191,11175,1
43191,18043,0
19599,8086,1
19599, 4223,0
21911,6156,1
21911, 7544,0
9686,17796,1
9686, 16651,0
16793,8776,1
16793, 14784,0
45569,346,1
45569, 3797,0
14868,6433,1
14868, 15426,0
23349,8548,1
23349, 2004,0
40580,13842,1
40580, 16731,0
16987,15881,1
16987, 12463,0
21274,1448,1
21274, 13577,0
26782,11378,1
26782, 8526,0
25791,13249,1
25791, 2493,0
18401,15372,1
18401, 4790,0
1680,18730,1
1680, 12305,0
34538,5207,1
34538, 1694,0
40616,4792,1
40616, 1284,0
6862,2936,1
6862, 3429,0
25918,17023,1
25918,12264,0
37292,10132,1
37292, 5288,0
27173,14660,1
27173, 16139,0
